start,fa,lon,lat,phase,n_core,dur_ms,pi_core_med,pi_bkg_med,pi_med_ratio,acd_core,acd_bkg,det_frac_max,rate_bkg,n_det_hit
2025-05-18T07:48:33.098540,1.8061937813104504e-48,101.96407845441344,2.8095145566151447,0.098540,54,1.4250,53,33,1.621,0.0000,0.0128,0.352,3327,3
2025-05-18T13:23:54.985632,6.1910310754201865e-09,-176.6575573171381,4.448886142354462,0.985632,38,1.7130,17,34,0.500,0.0000,0.0087,0.947,4080,2
2025-05-18T22:08:43.469417,1.0574690740564307e-22,-159.71463171061748,-18.62745665683421,0.469418,27,1.3630,72,34,2.118,0.0000,0.0109,0.370,3074,3
2025-05-19T07:08:26.001617,1.9170783057513465e-19,-95.33760847075172,8.30618693122929,0.001617,29,1.2920,55,28,1.964,0.0000,0.0083,0.379,4574,3
2025-05-19T13:47:17.589828,1.2626549501206951e-24,-161.12082021167777,-11.176055145089649,0.589828,35,1.9720,74,34,2.176,0.0000,0.0084,0.343,4236,3
2025-05-19T18:24:34.729624,1.6336444897904102e-33,83.2570398681962,12.836892707740656,0.729624,43,1.6900,63,31,2.032,0.0000,0.0100,0.465,3807,3
2025-05-20T11:31:41.509952,3.1243274826946183e-12,30.48742227449886,2.8235507951625913,0.509953,32,1.3910,83,44,1.898,0.0000,0.0087,0.500,4938,3
2025-05-20T19:16:21.639652,2.027830654976262e-13,-159.62184522789724,-27.069798471395725,0.639652,43,2.0020,16,36,0.444,0.0000,0.0112,0.907,3404,3
2025-05-21T06:57:34.036871,1.0907039782755316e-17,100.3363376548553,6.767237004377983,0.036872,30,1.7750,57,35,1.629,0.0000,0.0073,0.367,3562,3
2025-05-23T18:45:41.152574,1.5365896953560571e-27,-94.38306042998998,7.026497756342865,0.152574,45,1.7170,50,32,1.562,0.0000,0.0104,0.444,3664,3
2025-05-24T14:59:44.110724,1.1855004895068878e-22,142.40461786249782,-10.397567783516832,0.110724,34,1.9220,49,32,1.531,0.0000,0.0064,0.382,4156,3
