date,start,stop,count,mean,sf,false_positive_per_year,lat,lon,alt,n,n_acd,n_acd_multi,n_bg,n_acd_bg,neighbors_10min,is_train,n,n_acd,n_acd_multi,n_bg,n_acd_bg,det_share_max
20240502,2024-05-02T19:31:23.418463945Z,2024-05-02T19:31:23.420285940Z,25,0.676492482228785,4.993800210161529e-32,1.486206232553999e-20,-7.7069894900417335,200.0161560086823,518373.35592790844,43,5,1,12717,1360,15,0,43,5,1,12717,1360,0.140
20240503,2024-05-03T08:52:24.499507963Z,2024-05-03T08:52:24.500929951Z,39,2.518331137393883,1.1658883890514422e-33,9.338548545622556e-23,-9.508212557029726,157.55982226299406,530182.5494394182,49,8,3,12492,1892,7,0,49,8,3,12492,1892,0.122
20240503,2024-05-03T15:17:27.816183924Z,2024-05-03T15:17:27.818071961Z,38,1.1696646799254689,7.074714704906231e-45,1.618012225812483e-33,3.3068976397156717,73.37252262376785,530823.0300235748,61,6,2,16950,1490,2,0,61,6,2,16950,1490,0.115
20240504,2024-05-04T13:27:22.513959944Z,2024-05-04T13:27:22.515673935Z,28,1.5841126289356826,1.5233589288680128e-26,2.7312575730529633e-15,2.223102294188738,93.72069917229415,529808.9983358622,44,4,0,17892,1977,6,0,44,4,0,17892,1977,0.136
20240504,2024-05-04T16:37:46.087405979Z,2024-05-04T16:37:46.089420020Z,67,6.0682151672265485,1.812247415287518e-46,6.728555306521033e-36,3.1178334191948176,46.21703065697074,529746.279684341,79,2,1,14062,1254,6,0,79,2,1,14062,1254,0.127
20240505,2024-05-05T17:55:32.397527992Z,2024-05-05T17:55:32.399151980Z,27,1.0565903951992612,5.526780831621166e-30,1.245698922842096e-18,-3.618317741162777,12.715274901006223,527718.3903921128,41,5,3,14931,1017,9,0,41,5,3,14931,1017,0.122
20240506,2024-05-06T23:13:13.826655209Z,2024-05-06T23:13:13.828467130Z,23,1.5904320457686603,2.406642604369397e-20,3.3320965742663647e-09,4.324003571720124,104.58498446218194,523528.81104668975,38,4,0,13828,861,5,0,38,4,0,13828,861,0.211
20240508,2024-05-08T05:17:33.518303930Z,2024-05-08T05:17:33.519979953Z,34,1.4013380580349348,3.337337148145348e-36,4.787181576553021e-25,7.104339307076931,2.3269155370306973,525170.2121782064,49,4,2,12508,1278,6,0,49,4,2,12508,1278,0.122
20240508,2024-05-08T11:37:18.719265937Z,2024-05-08T11:37:18.720853924Z,21,1.0557036105483122,1.0691433244328878e-21,2.310434746593782e-10,7.948150712621809,264.7500836741573,525903.9714698255,32,0,0,14340,1446,8,0,32,0,0,14340,1446,0.125
20240508,2024-05-08T22:00:42.070879995Z,2024-05-08T22:00:42.072686016Z,27,0.995204836477368,1.0973470269239257e-30,2.663864858939622e-19,7.106855669901371,302.2775565147448,525906.8803952694,41,4,3,15382,1049,4,0,41,4,3,15382,1049,0.098
20240509,2024-05-09T11:21:44.284623980Z,2024-05-09T11:21:44.286871969Z,114,3.6371616051687217,2.8562167810755904e-126,1.824589986318675e-115,10.189288680677414,259.7134920057869,527499.5391127229,152,12,5,14681,1772,9,0,152,12,5,14681,1772,0.092
20240510,2024-05-10T10:24:24.793709933Z,2024-05-10T10:24:24.794933915Z,19,0.6557517518346792,4.7602795763478906e-23,1.8780355427272943e-11,2.602159371902943,101.61359512199165,523252.6612493277,31,1,0,16289,1987,5,0,31,1,0,16289,1987,0.129
20240512,2024-05-12T06:41:59.663087964Z,2024-05-12T06:41:59.664975941Z,81,2.3999534240881273,2.951588444380288e-93,2.2283111095249395e-82,-4.8862889393115045,137.19048062532187,520235.42356112006,106,59,16,11355,5836,8,0,106,59,16,11355,5836,0.094
20240512,2024-05-12T21:40:52.465443849Z,2024-05-12T21:40:52.467392623Z,64,3.122271702773434,7.7501584304993e-61,4.721333662455186e-50,14.541074701893331,77.58049868793726,531580.803260219,80,2,0,11896,1269,6,0,80,2,0,11896,1269,0.188
20240513,2024-05-13T02:33:15.247801959Z,2024-05-13T02:33:15.249574005Z,41,3.632509673412307,6.945044375648451e-30,3.6774122604050783e-19,-4.318833030683995,23.829292373758555,528195.3805102229,52,7,2,12054,2190,5,0,52,7,2,12054,2190,0.096
20240513,2024-05-13T05:14:13.639954745Z,2024-05-13T05:14:13.641310751Z,57,4.1638886888688145,6.069694403577883e-45,1.9348495630349593e-34,41.693052476289274,229.950247103951,536151.7606775283,77,9,6,7787,761,7,0,77,9,6,7787,761,0.234
20240513,2024-05-13T05:14:13.650228738Z,2024-05-13T05:14:13.651830732Z,48,4.130249814503122,4.388996281256725e-35,1.3850797228058028e-24,41.693191344771385,229.95104937523368,536151.8675785065,72,12,8,7705,753,7,0,72,12,8,7705,753,0.264
20240513,2024-05-13T05:14:13.660596728Z,2024-05-13T05:14:13.661930739Z,63,4.02522263839777,7.6337813427350325e-53,2.41872854070227e-42,41.693331389736535,229.95185844329657,536151.9753851413,77,5,3,7625,747,7,0,77,5,3,7625,747,0.273
20240513,2024-05-13T05:14:13.670636713Z,2024-05-13T05:14:13.671954751Z,61,3.9537927940273017,6.72935785605667e-51,2.1321661148355295e-40,41.693467029936315,229.95264206413987,536152.0798009873,74,7,4,7599,749,7,0,74,7,4,7599,749,0.216
20240514,2024-05-14T14:10:03.699659943Z,2024-05-14T14:10:03.701187968Z,31,0.7784614584329252,5.911458786303419e-40,1.37152234963734e-28,1.9228341985785962,17.398244552240374,518402.9986397624,36,6,4,11227,1206,9,0,36,6,4,11227,1206,0.139
20240514,2024-05-14T20:31:18.032343983Z,2024-05-14T20:31:18.034174025Z,32,0.9054244079452629,1.802722411883629e-39,3.3465953236687543e-28,5.034901256220341,283.69949434016706,518693.075646329,40,8,4,10560,1550,17,0,40,8,4,10560,1550,0.100
20240514,2024-05-14T22:09:39.820527970Z,2024-05-14T22:09:39.821669936Z,47,1.427392994009914,5.2132020462980104e-55,6.477641160318594e-44,13.611385444009306,268.23130403867725,520824.694056356,57,4,1,10982,1117,25,0,57,4,1,10982,1117,0.123
20240515,2024-05-15T19:25:07.413550198Z,2024-05-15T19:25:07.415254831Z,31,0.7795209761386354,6.168092552181748e-40,1.2608835553340049e-28,4.992753341028691,103.29921507569314,531851.0282159329,40,4,1,10124,1176,17,0,40,4,1,10124,1176,0.125
20240517,2024-05-17T20:30:14.963894009Z,2024-05-17T20:30:14.965520024Z,22,0.684577400664345,3.292071521069498e-27,7.114215892977091e-16,5.3106594179129605,73.34683832747757,532866.7044956266,32,10,6,9185,1436,26,0,32,10,6,9185,1436,0.156
20240519,2024-05-19T11:20:12.077372014Z,2024-05-19T11:20:12.079446017Z,63,3.4694405785046145,9.777568886484226e-57,4.82138479913692e-46,0.7251157187843323,26.779400057621004,514481.5543844223,76,5,0,10609,1302,23,0,76,5,0,10609,1302,0.118
20240520,2024-05-20T05:28:57.835945904Z,2024-05-20T05:28:57.837397933Z,23,0.40572194951257845,4.32192283371921e-34,1.7494161339832839e-22,9.005357043869497,279.1645139106894,533371.8656060458,34,4,1,10350,1757,19,0,34,4,1,10350,1757,0.118
20240521,2024-05-21T17:50:13.418091058Z,2024-05-21T17:50:13.419697105Z,27,2.603514542690291,1.1522860992109163e-19,6.939783239430105e-09,18.433210000000003,72.89533,533406.5,35,6,1,9907,1050,15,0,35,6,1,9907,1050,0.171
20240521,2024-05-21T22:41:28.836225926Z,2024-05-21T22:41:28.838029921Z,19,0.2686531830927032,1.2207565700550541e-30,6.875829195887279e-19,2.594318917364478,16.801214127748608,533325.1690031529,30,18,5,9489,6103,24,0,30,18,5,9489,6103,0.167
20240528,2024-05-28T15:29:36.430077970Z,2024-05-28T15:29:36.431955933Z,26,1.0124656189575039,4.836715145184243e-29,1.0901627963927655e-17,12.884230738431217,277.99168438032393,513262.9966891885,41,4,0,14162,1694,10,0,41,4,0,14162,1694,0.146
20240528,2024-05-28T17:03:12.436517953Z,2024-05-28T17:03:12.438307940Z,35,1.9305302453230824,7.918488148777011e-33,8.737876264651398e-22,9.330064721854331,250.14005488537433,513584.34203089477,46,3,2,13375,1010,12,0,46,3,2,13375,1010,0.130
20240529,2024-05-29T14:21:33.348055958Z,2024-05-29T14:21:33.349831938Z,27,1.1240106532163268,2.9270073801574656e-29,5.433731308939446e-18,0.9328363851070405,93.69032666178465,530785.8428773643,39,6,1,13111,1319,11,0,39,6,1,13111,1319,0.103
20240529,2024-05-29T14:23:40.381661951Z,2024-05-29T14:23:40.383547961Z,32,1.396297190923429,1.8087103066380636e-33,2.61787662447784e-22,-4.55487287561059,99.01714782860995,532297.7957829118,57,12,4,12912,1257,12,0,57,12,4,12912,1257,0.105
20240530,2024-05-30T01:21:38.577589929Z,2024-05-30T01:21:38.579063951Z,22,0.8735815599847894,7.484653138851036e-25,1.9685740993854012e-13,13.38449957305193,271.9855654228187,527459.1410845638,35,14,5,14256,6492,10,0,35,14,5,14256,6492,0.143
20240601,2024-06-01T00:51:27.178919970Z,2024-06-01T00:51:27.180091977Z,19,0.7329169477316639,4.0932783529248825e-22,1.2922962353103134e-10,13.132252209368945,266.9294180567801,525409.253905797,27,1,0,14536,880,8,0,27,1,0,14536,880,0.185
20240601,2024-06-01T00:51:31.521661937Z,2024-06-01T00:51:31.522643923Z,22,0.7892164241018543,7.848114516857843e-26,2.250906720390868e-14,12.950018322341442,267.1221929296661,525449.3258563043,29,4,2,14261,905,8,0,29,4,2,14261,905,0.172
20240601,2024-06-01T10:22:43.895569920Z,2024-06-01T10:22:43.897389888Z,43,4.165204325924456,1.1818377644160168e-29,7.255594091673682e-19,9.729235689074994,125.3934624315107,525902.916600132,57,3,1,16047,1626,3,0,57,3,1,16047,1626,0.105
20240601,2024-06-01T20:41:15.119791984Z,2024-06-01T20:41:15.121217966Z,21,0.7485159647728125,7.428977326017999e-25,1.8605781347756834e-13,-7.2251586326730255,150.72760140358034,521028.578566736,35,2,2,11801,1665,9,0,35,2,2,11801,1665,0.171
20240603,2024-06-03T12:21:32.888493955Z,2024-06-03T12:21:32.891507923Z,72,6.970766390494469,8.408134856771176e-48,2.7187466904244127e-37,7.2894051131689555,280.48029064732316,517568.9435697794,130,15,5,14203,1180,9,0,130,15,5,14203,1180,0.108
20240603,2024-06-03T12:21:52.955099940Z,2024-06-03T12:21:52.956837952Z,25,1.3142258103281483,8.524531936123029e-25,1.4944708973333557e-13,8.151387200467587,281.3408145118642,517365.92121453286,43,1,0,14406,1078,8,0,43,1,0,14406,1078,0.140
20240603,2024-06-03T12:59:54.446987986Z,2024-06-03T12:59:54.450393974Z,84,6.330469882074318,9.039392610528219e-64,2.965421903520082e-53,15.893264005153181,65.21158485842943,522152.9797519684,160,11,3,13038,833,8,0,160,11,3,13038,833,0.106
