date,start,stop,count,mean,sf,false_positive_per_year,lat,lon,alt,n,n_acd,n_acd_multi,n_bg,n_acd_bg,neighbors_10min,is_train,n,n_acd,n_acd_multi,n_bg,n_acd_bg,det_share_max
20210624,2021-06-24T12:28:27.788069963Z,2021-06-24T12:28:27.789745926Z,41,6.787850333822132,8.155005830214817e-20,3.852642994589755e-09,26.24841712211609,86.06219561460018,545023.4710099697,55,2,0,20128,1311,2,0,55,2,0,20128,1311,0.127
20210624,2021-06-24T12:28:28.421535968Z,2021-06-24T12:28:28.423449993Z,65,3.478928253107088,3.2492679577166944e-59,2.998641457243713e-48,26.271604473085404,86.09565721045256,545026.150705266,82,3,0,20130,1277,2,0,82,3,0,20130,1277,0.098
20210624,2021-06-24T16:05:35.315681993Z,2021-06-24T16:05:35.317276Z,24,1.4800733245495754,2.812182612678535e-22,5.346162831943463e-11,25.90826564004183,147.9070687131727,536633.5108197213,41,4,0,17509,1109,3,0,41,4,0,17509,1109,0.122
20210625,2021-06-25T08:06:16.235386013Z,2021-06-25T08:06:16.236642003Z,20,0.9597519941064854,3.307603322907658e-21,8.699484280331851e-10,7.314468785457612,286.7363423530483,533144.5113850593,34,5,2,15723,1522,3,0,34,5,2,15723,1522,0.147
20210625,2021-06-25T08:57:00.009037971Z,2021-06-25T08:57:00.010872006Z,39,3.053823354953965,1.5466860477011337e-30,1.7189145117589455e-19,0.6198959312331677,102.35165326290252,543712.2954100252,58,9,2,21731,2840,1,0,58,9,2,21731,2840,0.138
20210626,2021-06-26T05:43:06.835395932Z,2021-06-26T05:43:06.837333977Z,32,1.5561246962872448,5.537079876088821e-32,8.566918717617362e-21,18.732690306254625,165.7488716920817,544481.7242427052,51,11,6,15155,2859,6,0,51,11,6,15155,2859,0.157
20210626,2021-06-26T19:56:45.455245971Z,2021-06-26T19:56:45.457009971Z,42,1.9848798069339346,1.51156831244067e-41,2.3607605755671022e-30,8.537814121856094,296.5156506377864,543342.4651593029,60,2,1,19642,2010,4,0,60,2,1,19642,2010,0.150
20210626,2021-06-26T21:36:43.777003943Z,2021-06-26T21:36:43.778531968Z,25,1.6721869798892726,3.1714967269375926e-22,6.103761283870559e-11,20.11815699766517,284.8473935603297,544576.5293896318,46,6,1,20128,2705,4,0,46,6,1,20128,2705,0.130
20210627,2021-06-27T23:03:11.785601973Z,2021-06-27T23:03:11.787203967Z,39,5.0668605162219755,1.362979379295953e-22,9.190367063717966e-12,23.858733908932212,261.5095968757367,545107.1863471031,53,4,1,21412,2034,6,0,53,4,1,21412,2034,0.113
20210627,2021-06-27T23:04:13.336308002Z,2021-06-27T23:04:13.338109970Z,34,1.9554282491334447,2.260569002920116e-31,4.196547180049901e-20,26.157325531262163,264.6895180028212,545486.3838007927,51,2,1,22815,2256,6,0,51,2,1,22815,2256,0.118
20210628,2021-06-28T05:13:51.007708013Z,2021-06-28T05:13:51.009490013Z,23,0.6249784158939937,1.1158714522545036e-29,4.293580364236411e-18,-2.529436017192602,136.35769421904087,542702.0899262726,36,7,1,14935,1793,3,0,36,7,1,14935,1793,0.167
20210629,2021-06-29T05:50:48.677243947Z,2021-06-29T05:50:48.678963959Z,39,1.4121499792527672,3.058495000689483e-43,5.245598041261811e-32,3.19231940584898,299.7675510176182,534784.4421272516,53,8,4,15105,1721,5,0,53,8,4,15105,1721,0.113
20210630,2021-06-30T05:01:20.002879977Z,2021-06-30T05:01:20.004710018Z,33,0.9658298014069585,4.06578580632717e-40,1.0187529078746766e-28,18.717698275943995,150.46418828779818,543551.3179518104,57,4,1,15091,899,7,0,57,4,1,15091,899,0.123
20210630,2021-06-30T06:28:10.932269930Z,2021-06-30T06:28:10.933595955Z,23,0.6968135116383186,1.4181843976058936e-28,6.782798965269043e-17,-2.749567742776871,104.25692484762193,541451.9135394096,36,2,0,20737,2638,2,0,36,2,0,20737,2638,0.139
20210701,2021-07-01T10:11:20.780657947Z,2021-07-01T10:11:20.782341957Z,26,0.8921052384414554,1.7818097786654776e-30,5.738301827447995e-19,14.654966276042462,207.735210584116,537966.2517082156,44,1,1,17969,1429,8,0,44,1,1,17969,1429,0.159
20210703,2021-07-03T03:24:48.758779942Z,2021-07-03T03:24:48.760465979Z,20,0.4911100576274558,4.007928560101163e-27,2.636015468546573e-15,25.182714200195075,284.35397398551584,541639.4496348143,43,6,1,20195,3091,3,0,43,6,1,20195,3091,0.116
20210704,2021-07-04T03:15:34.952913939Z,2021-07-04T03:15:34.955099940Z,66,4.608585212123898,8.434200016607903e-53,5.711788174920203e-42,22.4033441506958,284.2408079620743,541424.8060131073,83,10,1,19471,3201,4,0,83,10,1,19471,3201,0.096
20210706,2021-07-06T20:28:59.325500011Z,2021-07-06T20:28:59.327067971Z,34,2.730744207933751,1.2700973064610327e-26,1.1322635658551405e-15,7.677407076969148,26.09339035532713,539940.1179638505,43,16,2,15354,2564,10,0,43,16,2,15354,2564,0.093
20210708,2021-07-08T02:32:49.783705949Z,2021-07-08T02:32:49.785509943Z,33,2.1487509756497567,8.287748811233963e-29,1.2947588076149518e-17,24.573221021736863,266.11992578079105,543897.8727832555,58,19,4,21048,2406,11,0,58,19,4,21048,2406,0.155
20210708,2021-07-08T17:55:39.409739971Z,2021-07-08T17:55:39.411215960Z,37,4.257305843591152,2.4531243655660688e-23,1.7204973330515273e-12,19.16087549360633,262.16618773926973,539081.0456281424,46,15,6,18792,3154,7,0,46,15,6,18792,3154,0.130
20210709,2021-07-09T15:17:23.311613976Z,2021-07-09T15:17:23.313452005Z,57,4.273939573172949,2.4736591448535005e-44,1.524651395036999e-33,-6.955718035097123,101.70716888060451,541234.6430569768,76,2,0,16530,877,1,0,76,2,0,16530,877,0.132
20210711,2021-07-11T11:37:38.398175954Z,2021-07-11T11:37:38.399953961Z,67,6.361951369353484,3.378099515213531e-45,2.0498914624675493e-34,14.167148970625401,121.60617219646097,543338.1078202486,92,11,3,24005,1437,1,0,92,11,3,24005,1437,0.098
20210712,2021-07-12T00:21:16.333072006Z,2021-07-12T00:21:16.334145963Z,37,5.283957548488679,3.3274058757379006e-20,1.610467703557808e-09,11.125277273013593,290.77205947834614,543008.4330294728,42,6,1,15919,2608,3,0,42,6,1,15919,2608,0.119
20210712,2021-07-12T01:20:33.573949933Z,2021-07-12T01:20:33.574885964Z,20,0.8373916670539965,2.119858925209443e-22,7.432824450461785e-11,18.551640695609454,128.74218628202559,536566.9251503587,27,2,0,18482,1231,7,0,27,2,0,18482,1231,0.111
20210713,2021-07-13T01:45:33.454959988Z,2021-07-13T01:45:33.456543982Z,57,5.073588014144242,2.3586607985179006e-40,1.425884707271544e-29,12.5337407924217,261.23922061946274,543490.5432928086,74,1,0,19248,1384,5,0,74,1,0,19248,1384,0.108
20210713,2021-07-13T11:17:54.338091969Z,2021-07-13T11:17:54.339953958Z,29,1.6545962044244227,2.768837038371092e-27,5.74659777325612e-16,11.197192836065293,117.10542707244875,543614.69419837,49,1,0,21444,1775,2,0,49,1,0,21444,1775,0.102
20210713,2021-07-13T11:18:24.964867949Z,2021-07-13T11:18:24.966183960Z,27,1.9662272259083446,8.205343977245755e-23,1.422963795976144e-11,9.90256469114542,118.43230832721234,543524.1086273908,42,7,2,21442,1656,2,0,42,7,2,21442,1656,0.119
20210713,2021-07-13T12:48:47.824195861Z,2021-07-13T12:48:47.825698733Z,31,1.1122693209959345,3.8937614904073985e-35,1.007106423441824e-23,21.977324649276735,80.67597046905519,544788.5435668946,45,3,1,17977,1455,7,0,45,3,1,17977,1455,0.111
20210715,2021-07-15T12:25:57.545319497Z,2021-07-15T12:25:57.547032594Z,32,1.408111854918202,2.3613021446351416e-33,4.802874697739289e-22,26.32951483012915,67.17920604961634,545190.5639353753,52,2,0,17961,1927,3,0,52,2,0,17961,1927,0.135
20210717,2021-07-17T07:18:08.075312018Z,2021-07-17T07:18:08.077181994Z,37,4.7355715218402255,8.81078998357202e-22,6.319237405737363e-11,28.476315804847484,129.08835559085549,544860.3507443368,63,3,0,21048,2199,3,0,63,3,0,21048,2199,0.111
20210718,2021-07-18T08:57:38.115419983Z,2021-07-18T08:57:38.117120027Z,41,3.7890578396242525,3.5078141164985465e-29,3.437363546818079e-18,-7.673960686979294,140.86579912887575,545276.8050443173,67,3,1,23360,1180,1,0,67,3,1,23360,1180,0.104
20210719,2021-07-19T05:19:35.051571965Z,2021-07-19T05:19:35.053131997Z,31,1.8128986135839344,1.2160319539753458e-28,2.041301530456519e-17,33.094519388505226,137.62706575694324,544297.938000846,51,7,2,19151,2009,6,0,51,7,2,19151,2009,0.098
20210719,2021-07-19T07:00:05.830399930Z,2021-07-19T07:00:05.832103967Z,26,1.4461211344582034,4.82488461032102e-25,1.2083863518251954e-13,22.042758210439683,130.4824370809126,543828.4712593079,51,3,0,22670,1074,2,0,51,3,0,22670,1074,0.118
20210720,2021-07-20T21:07:54.214231967Z,2021-07-20T21:07:54.215701997Z,31,2.7913908496876836,4.699793406391095e-23,5.222034367269078e-12,20.75002294782281,269.99151783038263,543007.37868613,54,11,3,19562,2690,11,0,54,11,3,19562,2690,0.130
20210722,2021-07-22T17:27:56.216365993Z,2021-07-22T17:27:56.216812014Z,20,0.9255746309147975,1.5957145829381648e-21,8.123547752459048e-10,37.57869797822953,281.73683594876593,542016.4163969875,26,8,5,29724,3459,8,0,26,8,5,29724,3459,0.231
20210726,2021-07-26T09:59:40.757123947Z,2021-07-26T09:59:40.758955955Z,60,4.938134834615777,3.1133259016260107e-44,1.792849970636587e-33,14.697824736850858,261.2507832036543,532406.7426020503,67,8,4,17968,3007,11,0,67,8,4,17968,3007,0.119
20210726,2021-07-26T09:59:52.367079973Z,2021-07-26T09:59:52.368885993Z,61,3.026698184478662,1.069241669576347e-57,1.028914179609312e-46,15.17928757178724,261.7749477885383,532405.257070762,78,15,4,18183,2821,11,0,78,15,4,18183,2821,0.103
20210726,2021-07-26T10:00:13.841073930Z,2021-07-26T10:00:13.842703938Z,41,4.719608434815759,1.4355434868340272e-25,8.883200002197597e-15,16.06590909830332,262.75138666514937,532410.0523986757,54,9,5,18346,1445,11,0,54,9,5,18346,1445,0.130
20210726,2021-07-26T18:28:18.107469975Z,2021-07-26T18:28:18.110185980Z,118,10.430769386380424,8.767321371084424e-81,2.7778854899914182e-70,24.205601252871755,266.94837852597,539584.3591231346,180,20,6,20790,2653,8,0,180,20,6,20790,2653,0.111
20210726,2021-07-26T18:31:05.365422010Z,2021-07-26T18:31:05.367020010Z,27,1.280749373669582,9.732375302476705e-28,2.225828585664711e-16,17.6270474091661,275.07262609373333,539954.586825788,39,9,3,18506,2507,6,0,39,9,3,18506,2507,0.154
20210726,2021-07-26T18:31:47.803123950Z,2021-07-26T18:31:47.803911924Z,19,0.757695200393222,7.773831475138265e-22,2.991166241335476e-10,15.892603856887819,277.02201991068364,540097.6472794056,25,8,6,18114,2394,6,0,25,8,6,18114,2394,0.120
20210728,2021-07-28T19:08:04.983049929Z,2021-07-28T19:08:04.984003961Z,24,1.733502457999196,1.1468334214543327e-20,2.6217160258341437e-09,8.446058841600419,101.61165597182215,533504.4776528239,38,2,1,24776,930,1,0,38,2,1,24776,930,0.158
20210730,2021-07-30T06:02:09.955752015Z,2021-07-30T06:02:09.957596004Z,26,1.4917525234438913,1.068317551943347e-24,2.1065896043493895e-13,1.8568215009164812,281.54483803595065,535391.1372631551,45,0,0,18519,1002,3,0,45,0,0,18519,1002,0.133
20210730,2021-07-30T17:15:18.657609939Z,2021-07-30T17:15:18.659365952Z,28,2.372615844335307,8.716093602845374e-22,1.100053439792689e-10,17.185868742296698,127.50216366594316,533700.5791710138,47,10,4,18718,900,4,0,47,10,4,18718,900,0.149
20210731,2021-07-31T07:32:53.695127964Z,2021-07-31T07:32:53.697011947Z,30,1.2821182936647368,7.792346157686663e-32,1.920692421861606e-20,16.8678833519578,268.85387359065174,534154.6048080206,57,10,5,19777,2733,7,0,57,10,5,19777,2733,0.123
20210801,2021-08-01T07:21:33.964193940Z,2021-08-01T07:21:33.965809941Z,23,0.997189791542691,5.788117609187333e-25,1.7571738414504514e-13,14.758926563030483,262.7136603511119,534809.725139296,43,2,0,19106,1258,10,0,43,2,0,19106,1258,0.140
20210802,2021-08-02T05:33:30.802535951Z,2021-08-02T05:33:30.803781986Z,25,2.035010925109835,3.691924807140656e-20,5.297248468675584e-09,9.018410742723942,277.1701996952558,535945.6012139559,36,3,1,18418,2491,8,0,36,3,1,18418,2491,0.111
20210806,2021-08-06T04:53:47.846367955Z,2021-08-06T04:53:47.848021984Z,21,1.098312983866287,2.4514433504511024e-21,6.784701649247097e-10,14.589776634895802,267.7456914081812,537843.4446628451,48,2,1,19069,3232,10,0,48,2,1,19069,3232,0.125
20210806,2021-08-06T14:17:12.085834026Z,2021-08-06T14:17:12.089363992Z,89,10.665180002413086,5.853657854543698e-51,1.854704593257079e-40,-6.97327671604991,100.76725393106223,542517.4776836991,193,24,12,21433,2663,2,0,193,24,12,21433,2663,0.083
20210808,2021-08-08T19:25:11.386633992Z,2021-08-08T19:25:11.387613952Z,18,0.5992629855641165,2.7705917533964596e-22,1.2484137221250443e-10,18.337879237343074,176.234642511344,532895.2293316722,29,1,0,17020,1738,3,0,29,1,0,17020,1738,0.138
20210809,2021-08-09T13:50:14.034071981Z,2021-08-09T13:50:14.036430001Z,64,11.85108905511828,6.55756079274258e-27,2.0945293502211608e-16,4.62715633736372,100.64535453665734,541216.9303853154,110,10,1,23479,2382,1,0,110,10,1,23479,2382,0.127
20210809,2021-08-09T22:20:09.331820011Z,2021-08-09T22:20:09.333378016Z,27,2.47622436970196,3.200416240412739e-20,5.8049199286972536e-09,29.976568565495015,107.98387857256652,533825.3085577965,54,3,1,28073,2019,2,0,54,3,1,28073,2019,0.111
20210816,2021-08-16T01:32:05.942503929Z,2021-08-16T01:32:05.943751931Z,29,1.5046907048785014,1.852899404190886e-28,3.4397444889003394e-17,10.764384956207277,249.9067295075822,543330.7320454717,41,13,3,17472,2725,4,0,41,13,3,17472,2725,0.122
20210816,2021-08-16T15:45:15.592041969Z,2021-08-16T15:45:15.593687951Z,30,2.5400980309756305,3.698404051049158e-23,4.290348624061983e-12,-0.9251993634164334,20.1062175091815,544152.9245854735,45,3,0,18676,1171,5,0,45,3,0,18676,1171,0.111
20210817,2021-08-17T01:42:47.002348005Z,2021-08-17T01:42:47.004209995Z,25,1.905472091660624,7.561511689067254e-21,1.5493159130724027e-09,42.89785557116092,326.9192569354659,541748.9822973907,60,8,6,24597,1472,8,0,60,8,6,24597,1472,0.117
20210817,2021-08-17T23:37:58.496230006Z,2021-08-17T23:37:58.497681975Z,37,4.6881932953324625,6.295838761731933e-22,4.245190358212771e-11,16.17277005993605,272.3175689004803,543630.4929280281,49,5,0,19772,3098,5,0,49,5,0,19772,3098,0.163
20210818,2021-08-18T09:13:22.079966008Z,2021-08-18T09:13:22.081030011Z,20,0.8790476670983087,5.647135172028932e-22,1.8559082653080547e-10,24.666894525339604,137.18868031868698,543864.476030779,32,1,0,18232,878,6,0,32,1,0,18232,878,0.156
20210818,2021-08-18T20:55:47.492255985Z,2021-08-18T20:55:47.493505954Z,20,0.689295559803206,4.098445438556856e-24,1.3199005433330307e-12,6.113785808877349,102.55637865423382,532258.6092340231,31,1,1,13938,897,6,0,31,1,1,13938,897,0.161
20210819,2021-08-19T20:02:30.201182007Z,2021-08-19T20:02:30.203158020Z,47,2.7448039199867256,6.131782531633298e-42,8.061743521649906e-31,6.379619753847122,303.04294111584187,543545.4389583587,68,0,0,22617,1173,1,0,68,0,0,22617,1173,0.118
20210820,2021-08-20T00:56:29.716517925Z,2021-08-20T00:56:29.717989921Z,28,2.7390907847366837,3.9438180876726824e-20,4.977471389068932e-09,26.045163795790675,252.770159753387,544666.1382362009,46,11,0,21742,4121,6,0,46,11,0,21742,4121,0.152
20210820,2021-08-20T12:02:56.606735944Z,2021-08-20T12:02:56.608733952Z,61,2.3001315396228796,8.871110766981933e-65,1.196331587255242e-53,24.583693739399315,80.95972941920758,544360.5880970896,81,10,5,19396,1037,3,0,81,10,5,19396,1037,0.099
20210821,2021-08-21T07:01:26.635959982Z,2021-08-21T07:01:26.637827992Z,35,1.0571060054749575,7.09930468390121e-42,1.6712838748201357e-30,12.315934971477986,135.48266066516518,543626.5080809355,57,3,1,15449,800,5,0,57,3,1,15449,800,0.123
20210823,2021-08-23T05:44:07.001765966Z,2021-08-23T05:44:07.003602027Z,31,1.063944584779599,9.848947123471674e-36,2.3196227631630052e-24,9.999892135772706,297.9207593122673,533951.6915683748,45,5,1,15832,1848,5,0,45,5,1,15832,1848,0.133
20210823,2021-08-23T07:17:02.184419989Z,2021-08-23T07:17:02.186140Z,28,2.1953589174929635,1.087944853250364e-22,1.492643061344184e-11,15.97965453830719,267.33427295186044,534980.1391847611,43,3,2,18913,2435,6,0,43,3,2,18913,2435,0.116
20210823,2021-08-23T19:21:02.218291997Z,2021-08-23T19:21:02.220055997Z,24,1.0615133173633025,1.0340830274993774e-25,2.965839031834613e-14,7.715031233984829,289.1508415827537,542848.0458675325,49,3,1,19130,1272,7,0,49,3,1,19130,1272,0.184
20210823,2021-08-23T20:58:08.238322019Z,2021-08-23T20:58:08.240188002Z,42,3.41372492661404,5.013299586333182e-32,4.418652915807368e-21,12.286985119967463,269.5591449670792,543289.658603859,70,9,4,18875,2911,9,0,70,9,4,18875,2911,0.143
20210824,2021-08-24T05:33:31.647363960Z,2021-08-24T05:33:31.647869944Z,20,0.6372491457269731,8.282197627510892e-25,3.267510083575897e-13,10.24169065016985,293.8700814355087,534514.0213550807,24,4,3,15591,2195,11,0,24,4,3,15591,2195,0.125
20210825,2021-08-25T03:43:59.912741959Z,2021-08-25T03:43:59.914619922Z,27,0.9000301274383418,7.208679799438841e-32,2.1063057086658552e-20,19.506046417483095,304.189749087739,536870.0109975637,48,7,4,16494,1756,5,0,48,7,4,16494,1756,0.125
20210825,2021-08-25T07:55:26.697389960Z,2021-08-25T07:55:26.698503971Z,22,1.192640163030141,7.101572813011835e-22,2.2856646154499799e-10,14.052422537372113,97.85734577740669,542906.0451459409,38,0,0,24021,2333,4,0,38,0,0,24021,2333,0.132
20210826,2021-08-26T05:11:30.139428019Z,2021-08-26T05:11:30.140784025Z,43,1.4168011885286467,4.281217845283382e-49,7.762620209567121e-38,12.856301529426576,283.54989935517074,536107.9396856785,55,3,1,16242,2312,9,0,55,3,1,16242,2312,0.127
20210826,2021-08-26T06:45:33.485026001Z,2021-08-26T06:45:33.486145973Z,23,1.5693469329858363,1.7826749862081138e-20,3.5152137929854504e-09,15.956757888455392,255.94825113108638,536805.6400036813,32,2,0,19493,1219,3,0,32,2,0,19493,1219,0.188
20210826,2021-08-26T17:13:37.109367966Z,2021-08-26T17:13:37.110816001Z,30,2.116114783854294,1.9378698845336143e-25,3.1520818315839717e-14,6.1196738593292235,300.41386927497746,541470.6721810102,51,4,0,21600,1535,0,0,51,4,0,21600,1535,0.098
20210827,2021-08-27T05:06:14.297999978Z,2021-08-27T05:06:14.299939990Z,30,1.3118305465252178,1.5403607899529964e-31,2.894045330338608e-20,-0.5908491504740716,293.1234707754475,535378.4192335844,51,2,0,15621,1101,1,0,51,2,0,15621,1101,0.118
20210827,2021-08-27T05:57:49.274143993Z,2021-08-27T05:57:49.275619983Z,29,2.764697000092237,4.629288408550643e-21,5.663055911628914e-10,10.722770776063205,111.01176618998826,541730.253646785,45,3,0,21383,2501,2,0,45,3,0,21383,2501,0.133
20210828,2021-08-28T11:12:46.641073942Z,2021-08-28T11:12:46.643745958Z,53,7.640422400653508,1.1791854626106042e-27,3.9671994458808543e-17,10.147265749692918,181.73670239264013,537255.4375082016,100,3,1,16180,1011,6,0,100,3,1,16180,1011,0.110
20210828,2021-08-28T22:18:13.244606018Z,2021-08-28T22:18:13.246181964Z,30,1.6534454735510713,1.445386407037421e-28,2.192716083709993e-17,14.316869851229193,7.592350562161804,537957.8976097464,41,6,0,15677,2035,5,0,41,6,0,15677,2035,0.098
20210829,2021-08-29T02:58:20.503187954Z,2021-08-29T02:58:20.504902005Z,42,6.56201345451419,3.727792036277541e-21,2.1007711993222768e-10,27.84074150745988,277.8308238974631,541866.4632400752,60,2,2,22933,1509,3,0,60,2,2,22933,1509,0.100
20210830,2021-08-30T02:57:51.254449963Z,2021-08-30T02:57:51.255653977Z,54,3.3720113689537112,3.109640172507535e-46,2.2302829295820513e-35,3.502448631138802,301.9998835918015,537302.3123910964,64,10,0,15347,1174,5,0,64,10,0,15347,1174,0.141
20210830,2021-08-30T04:34:29.434538006Z,2021-08-30T04:34:29.435883998Z,23,0.6602764066033757,4.032466350990187e-29,1.5908971333615533e-17,0.037027538775205614,281.10823274358273,537204.1481329978,38,8,3,16616,1956,8,0,38,8,3,16616,1956,0.132
20210831,2021-08-31T02:44:17.244033992Z,2021-08-31T02:44:17.245803952Z,24,1.1104735354175612,3.045874604514393e-25,6.865194820549294e-14,11.348161251069309,290.36584269977095,538924.7133238197,37,4,2,15859,1879,6,0,37,4,2,15859,1879,0.135
20210901,2021-09-01T13:42:15.247578024Z,2021-09-01T13:42:15.249365985Z,35,1.5648523815727966,5.883623789087707e-36,1.2893529799550511e-24,7.833410390834809,120.36060475016356,539479.93792485,55,5,0,21557,1203,5,0,55,5,0,21557,1203,0.109
20210901,2021-09-01T20:03:56.296013951Z,2021-09-01T20:03:56.297045946Z,20,1.0646484012348636,2.6430751061517235e-20,6.13222000000443e-09,6.583049927185774,24.584303875112536,539184.5341049433,31,2,0,15369,839,3,0,31,2,0,15369,839,0.194
20210904,2021-09-04T00:23:46.275027990Z,2021-09-04T00:23:46.276589989Z,23,1.3679634309252013,8.005094169283401e-22,1.640203743921445e-10,19.19711479581833,290.7928742133284,542491.4642230034,45,5,1,17573,2557,10,0,45,5,1,17573,2557,0.133
20210904,2021-09-04T13:15:06.373670697Z,2021-09-04T13:15:06.375896632Z,77,6.270515617500502,2.8071733591703384e-56,1.3504036035620787e-45,-3.5012356040507555,120.01465924553098,540561.7008010388,105,2,0,18797,794,2,0,105,2,0,18797,794,0.105
